Draft_Year,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Receive_Rec,Receive_Yds,Receive_TD,Solo,Int,Sk,College_Univ,College Stats,Prospect_Grade,College Stats URL,,
2019,2,45,NWE,Joejuan Williams,CB,21,2023,0,0,0,3,3,42,0,0,0,0,0,0,0,0,0,0,0,32,,,Vanderbilt,College Stats,6.3,http://www.sports-reference.com/cfb/players/joejuan-williams-1.html,,
2019,2,46,CLE,Greedy Williams,CB,21,2022,0,0,1,8,8,39,0,0,0,0,0,0,0,0,0,0,0,78,2,,LSU,College Stats,6.7,http://www.sports-reference.com/cfb/players/greedy-williams-1.html,,
2019,2,47,SEA,Marquise Blair,S,22,2024,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,36,,,Utah,College Stats,6.2,http://www.sports-reference.com/cfb/players/marquise-blair-1.html,,
2019,2,48,NOR,Erik McCoy,C,22,2024,0,2,5,33,33,81,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas A&M,College Stats,6.7,http://www.sports-reference.com/cfb/players/erik-mccoy-1.html,,
2019,2,49,IND,Ben Banogu,LB,23,2022,0,0,0,4,4,50,0,0,0,0,0,0,0,0,0,0,0,13,,2.5,TCU,College Stats,5.9,http://www.sports-reference.com/cfb/players/ben-banogu-1.html,,
2019,2,50,MIN,Irv Smith Jr.,TE,21,2024,0,0,0,9,8,54,0,0,0,0,0,0,0,0,109,973,10,3,,,Alabama,College Stats,6.4,http://www.sports-reference.com/cfb/players/irv-smith-jr-1.html,,
2019,2,51,TEN,A.J. Brown,WR,22,2024,0,3,6,66,26,90,0,2,0,0,0,5,70,1,446,7026,49,4,,,Mississippi,College Stats,6.7,http://www.sports-reference.com/cfb/players/aj-brown-3.html,,
2019,2,52,CIN,Drew Sample,TE,23,2024,0,0,3,6,6,78,0,0,0,0,0,1,-4,0,100,730,4,1,,,Washington,College Stats,6.1,http://www.sports-reference.com/cfb/players/drew-sample-1.html,,
2019,2,53,PHI,Miles Sanders,RB,22,2024,0,1,4,34,29,84,0,0,0,0,0,923,4345,23,175,1244,4,,,,Penn St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/miles-sanders-1.html,,
2019,2,54,HOU,Lonnie Johnson Jr.,CB,23,2024,0,0,0,10,8,83,0,0,0,0,0,0,0,0,0,0,0,150,4,,Kentucky,College Stats,6.3,http://www.sports-reference.com/cfb/players/lonnie-johnson-4.html,,
2019,2,55,HOU,Max Scharping,T,23,2024,0,0,3,18,16,81,0,0,0,0,0,0,0,0,0,7,0,,,,Northern Illinois,College Stats,6.2,http://www.sports-reference.com/cfb/players/max-scharping-1.html,,
2019,2,56,KAN,Mecole Hardman,WR,21,2024,0,1,0,23,23,80,0,0,0,0,0,26,190,3,178,2302,16,1,,,Georgia,College Stats,6.2,http://www.sports-reference.com/cfb/players/mecole-hardman-1.html,,
2019,2,57,PHI,JJ Arcega-Whiteside,WR,22,2021,0,0,0,2,2,40,0,0,0,0,0,0,0,0,16,290,1,4,,,Stanford,College Stats,6.2,http://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,,
2019,2,58,DAL,Trysten Hill,DT,21,2024,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,27,,1.5,Central Florida,College Stats,6.3,http://www.sports-reference.com/cfb/players/trysten-hill-1.html,,
2019,2,59,IND,Parris Campbell,WR,22,2024,0,0,1,9,9,49,0,0,0,0,0,11,108,0,123,1117,6,1,,,Ohio St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/parris-campbell-1.html,,
2019,2,60,LAC,Nasir Adderley,S,22,2022,0,0,3,13,13,50,0,0,0,0,0,0,0,0,0,0,0,168,3,0.5,Delaware,,6.3,,,
2019,2,61,LAR,Taylor Rapp,S,21,2024,0,0,4,24,18,87,0,0,0,0,0,0,0,0,0,0,0,297,12,2,Washington,College Stats,6.3,http://www.sports-reference.com/cfb/players/tyler-rapp-2.html,,
2019,2,62,ARI,Andy Isabella,WR,22,2023,0,0,0,4,4,43,0,0,0,0,0,6,10,0,33,447,3,3,,,Massachusetts,College Stats,6.1,http://www.sports-reference.com/cfb/players/andy-isabella-1.html,,
2019,2,63,KAN,Juan Thornhill,S,23,2024,0,0,5,23,17,87,0,0,0,0,0,0,0,0,0,0,0,233,8,1,Virginia,College Stats,6.3,http://www.sports-reference.com/cfb/players/juan-thornhill-1.html,,
2019,2,64,SEA,D.K. Metcalf,WR,21,2024,0,2,6,51,51,97,0,0,0,0,0,3,17,0,438,6324,48,2,,,Mississippi,College Stats,6.8,http://www.sports-reference.com/cfb/players/dk-metcalf-1.html,,
2020,1,1,CIN,Joe Burrow,QB,23,2024,0,2,5,58,58,69,1748,2547,19001,140,46,225,806,12,0,0,0,1,,,LSU,College Stats,7.07,http://www.sports-reference.com/cfb/players/joe-burrow-1.html,,
2020,1,2,WAS,Chase Young,DE,21,2024,0,1,1,23,20,60,0,0,0,0,0,0,0,0,0,0,0,88,,22,Ohio St.,College Stats,7.37,http://www.sports-reference.com/cfb/players/chase-young-1.html,,
2020,1,3,DET,Jeff Okudah,CB,21,2024,0,0,2,10,7,44,0,0,0,0,0,0,0,0,0,0,0,145,2,,Ohio St.,College Stats,7.15,http://www.sports-reference.com/cfb/players/jeffrey-okudah-1.html,,
2020,1,4,NYG,Andrew Thomas,T,21,2024,0,0,5,27,27,61,0,0,0,0,0,0,0,0,1,2,1,7,,,Georgia,College Stats,6.49,http://www.sports-reference.com/cfb/players/andrew-thomas-2.html,,
2020,1,5,MIA,Tua Tagovailoa,QB,22,2024,0,1,5,45,45,64,1387,2037,15506,100,44,153,430,6,0,0,0,,,,Alabama,College Stats,6.77,http://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html,,
2020,1,6,LAC,Justin Herbert,QB,22,2024,0,1,5,64,64,79,1945,2926,21093,137,45,293,1217,13,3,0,0,2,,,Oregon,College Stats,6.45,http://www.sports-reference.com/cfb/players/justin-herbert-1.html,,
2020,1,7,CAR,Derrick Brown,DT,22,2024,0,1,4,28,28,67,0,0,0,0,0,0,0,0,0,0,0,136,2,8,Auburn,College Stats,7.11,http://www.sports-reference.com/cfb/players/derrick-brown-6.html,,
2020,1,8,ARI,Isaiah Simmons,LB,22,2024,0,0,2,20,17,84,0,0,0,0,0,0,0,0,0,0,0,226,5,8.5,Clemson,College Stats,7.03,http://www.sports-reference.com/cfb/players/isaiah-simmons-1.html,,
2020,1,9,JAX,C.J. Henderson,CB,21,2023,0,0,2,12,4,49,0,0,0,0,0,0,0,0,0,0,0,139,3,1,Florida,College Stats,6.72,http://www.sports-reference.com/cfb/players/cj-henderson-1.html,,
2020,1,10,CLE,Jedrick Wills Jr.,T,21,2024,0,0,3,24,24,58,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama,College Stats,6.85,http://www.sports-reference.com/cfb/players/jedrick-wills-jr-1.html,,
2020,1,11,NYJ,Mekhi Becton,T,21,2024,0,0,3,15,8,46,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats,6.7,http://www.sports-reference.com/cfb/players/mekhi-becton-1.html,,
2020,1,12,LVR,Henry Ruggs III,WR,21,2021,0,0,1,8,8,20,0,0,0,0,0,12,65,0,50,921,4,,,,Alabama,College Stats,6.72,http://www.sports-reference.com/cfb/players/henry-ruggs-iii-1.html,,
2020,1,13,TAM,Tristan Wirfs,T,21,2024,2,4,5,58,58,79,0,0,0,0,0,0,0,0,0,9,0,1,,,Iowa,College Stats,6.48,http://www.sports-reference.com/cfb/players/tristan-wirfs-1.html,,
2020,1,14,SFO,Javon Kinlaw,DT,22,2024,0,0,2,22,14,58,0,0,0,0,0,0,0,0,0,0,0,58,1,9.5,South Carolina,College Stats,6.5,http://www.sports-reference.com/cfb/players/javon-kinlaw-1.html,,
2020,1,15,DEN,Jerry Jeudy,WR,21,2024,0,1,4,28,22,74,0,0,0,0,0,6,43,0,301,4282,15,1,,,Alabama,College Stats,6.77,http://www.sports-reference.com/cfb/players/jerry-jeudy-1.html,,
2020,1,16,ATL,AJ Terrell,CB,21,2024,0,0,5,28,28,78,0,0,0,0,0,0,0,0,0,0,0,233,6,1,Clemson,College Stats,6.36,http://www.sports-reference.com/cfb/players/aj-terrell-1.html,,
2020,1,17,DAL,CeeDee Lamb,WR,21,2024,1,4,5,57,57,81,0,0,0,0,0,57,388,3,496,6339,38,4,,,Oklahoma,College Stats,6.81,http://www.sports-reference.com/cfb/players/ceedee-lamb-1.html,,
2020,1,18,MIA,Austin Jackson,T,21,2024,0,0,4,23,23,56,0,0,0,0,0,0,0,0,0,0,0,1,,,USC,College Stats,6.34,http://www.sports-reference.com/cfb/players/austin-jackson-2.html,,
2020,1,19,LVR,Damon Arnette,CB,24,2021,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,23,,,Ohio St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/damon-arnette-1.html,,
2020,1,20,JAX,K'Lavon Chaisson,DE,21,2024,0,0,0,10,7,72,0,0,0,0,0,0,0,0,0,0,0,67,1,10,LSU,College Stats,6.5,http://www.sports-reference.com/cfb/players/klavon-chaisson-1.html,,
2020,1,21,PHI,Jalen Reagor,WR,21,2024,0,0,2,10,7,64,0,0,0,0,0,22,97,0,86,1037,4,3,,,TCU,College Stats,6.36,http://www.sports-reference.com/cfb/players/jalen-reagor-1.html,,
2020,1,22,MIN,Justin Jefferson,WR,21,2024,2,4,5,57,57,77,5,8,91,0,0,13,31,1,495,7432,40,2,,,LSU,College Stats,6.46,http://www.sports-reference.com/cfb/players/justin-jefferson-1.html,,
2020,1,23,LAC,Kenneth Murray,LB,21,2024,0,0,4,28,23,73,0,0,0,0,0,0,0,0,0,0,0,271,3,8.5,Oklahoma,College Stats,6.44,http://www.sports-reference.com/cfb/players/kenneth-murray-1.html,,
2020,1,24,NOR,Cesar Ruiz,C,21,2024,0,0,5,26,26,75,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan,College Stats,6.4,http://www.sports-reference.com/cfb/players/cesar-ruiz-1.html,,
2020,1,25,SFO,Brandon Aiyuk,WR,22,2024,0,0,5,39,39,69,0,0,0,0,0,13,117,2,294,4305,25,3,,,Arizona St.,College Stats,6.38,http://www.sports-reference.com/cfb/players/brandon-aiyuk-1.html,,
2020,1,26,GNB,Jordan Love,QB,21,2024,0,0,2,29,29,42,690,1087,8154,60,25,88,356,5,0,0,0,,,,Utah St.,College Stats,6.36,http://www.sports-reference.com/cfb/players/jordan-love-2.html,,
2020,1,27,SEA,Jordyn Brooks,LB,22,2024,0,0,4,30,21,80,0,0,0,0,0,0,0,0,0,0,0,395,1,9.5,Texas Tech,College Stats,6.29,http://www.sports-reference.com/cfb/players/jordyn-brooks-1.html,,
2020,1,28,BAL,Patrick Queen,LB,21,2024,0,2,5,48,39,84,0,0,0,0,0,0,0,0,0,0,0,362,4,14.5,LSU,College Stats,6.71,http://www.sports-reference.com/cfb/players/patrick-queen-1.html,,
2020,1,29,TEN,Isaiah Wilson,T,21,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,6.34,http://www.sports-reference.com/cfb/players/isaiah-wilson-1.html,,
2020,1,30,MIA,Noah Igbinoghene,CB,20,2024,0,0,1,7,4,54,0,0,0,0,0,0,0,0,0,0,0,58,1,,Auburn,College Stats,6.29,http://www.sports-reference.com/cfb/players/noah-igbinoghene-1.html,,
2020,1,31,MIN,Jeff Gladney,CB,23,2020,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,63,,,TCU,College Stats,6.4,http://www.sports-reference.com/cfb/players/jeff-gladney-1.html,,
2020,1,32,KAN,Clyde Edwards-Helaire,RB,21,2024,0,0,1,18,18,50,0,0,0,0,0,454,1891,12,92,789,7,,,,LSU,College Stats,6.39,http://www.sports-reference.com/cfb/players/clyde-edwards-helaire-1.html,,
2020,2,33,CIN,Tee Higgins,WR,21,2024,0,0,4,37,37,70,0,0,0,0,0,5,28,0,330,4595,34,1,,,Clemson,College Stats,6.37,http://www.sports-reference.com/cfb/players/tee-higgins-1.html,,
2020,2,34,IND,Michael Pittman Jr.,WR,22,2024,0,0,5,38,38,78,0,0,0,0,0,11,100,0,405,4470,18,5,,,USC,College Stats,6.38,http://www.sports-reference.com/cfb/players/michael-pittman-jr-1.html,,
2020,2,35,DET,D'Andre Swift,RB,21,2024,0,1,2,36,18,73,0,1,0,0,0,846,3688,29,237,1798,8,,,,Georgia,College Stats,6.78,http://www.sports-reference.com/cfb/players/dandre-swift-1.html,,
2020,2,36,NYG,Xavier McKinney,S,22,2024,1,1,4,31,16,66,0,0,0,0,0,0,0,0,0,0,0,240,17,2.5,Alabama,College Stats,6.38,http://www.sports-reference.com/cfb/players/xavier-mckinney-1.html,,
2020,2,37,NWE,Kyle Dugger,S,24,2024,0,0,4,23,23,74,0,0,0,0,0,0,0,0,0,0,0,289,9,3.5,Lenoir-Rhyne,,6.34,,,
2020,2,38,CAR,Yetur Gross-Matos,DE,22,2024,0,0,1,17,16,66,0,0,0,0,0,0,0,0,0,0,0,78,,17,Penn St.,College Stats,6.5,http://www.sports-reference.com/cfb/players/yetur-gross-matos-1.html,,
2020,2,39,MIA,Robert Hunt,G,24,2024,0,1,5,29,22,77,0,0,0,0,0,1,0,0,0,0,0,,,,Louisiana,College Stats,6.34,http://www.sports-reference.com/cfb/players/robert-hunt-1.html,,
2020,2,40,HOU,Ross Blacklock,DT,22,2023,0,0,0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,27,,3,TCU,College Stats,6.39,http://www.sports-reference.com/cfb/players/ross-blacklock-1.html,,
2020,2,41,IND,Jonathan Taylor,RB,21,2024,1,2,4,45,45,67,0,0,0,0,0,1228,6013,51,141,1091,5,,,,Wisconsin,College Stats,6.41,http://www.sports-reference.com/cfb/players/jonathan-taylor-1.html,,
2020,2,42,JAX,Laviska Shenault Jr.,WR,21,2024,0,0,1,13,9,63,0,0,0,0,0,51,253,1,163,1587,6,6,,,Colorado,College Stats,6.35,http://www.sports-reference.com/cfb/players/laviska-shenault-jr-1.html,,
2020,2,43,CHI,Cole Kmet,TE,21,2024,0,0,5,23,23,84,0,0,0,0,0,7,8,0,258,2592,19,1,,,Notre Dame,College Stats,6.34,http://www.sports-reference.com/cfb/players/cole-kmet-1.html,,
2020,2,44,CLE,Grant Delpit,S,21,2024,0,0,3,20,20,61,0,0,0,0,0,0,0,0,0,0,0,246,6,3.5,LSU,College Stats,6.25,http://www.sports-reference.com/cfb/players/grant-delpit-1.html,,
2020,2,45,TAM,Antoine Winfield Jr.,S,22,2024,1,1,5,36,36,68,0,0,0,0,0,0,0,0,0,0,0,300,7,17,Minnesota,College Stats,6.36,http://www.sports-reference.com/cfb/players/antoine-winfield-jr-1.html,,
2020,2,46,DEN,KJ Hamler,WR,21,2022,0,0,0,5,5,23,0,0,0,0,0,11,63,0,42,620,3,,,,Penn St.,College Stats,6.33,http://www.sports-reference.com/cfb/players/kj-hamler-1.html,,
2020,2,47,ATL,Marlon Davidson,DE,22,2023,0,0,0,5,3,24,0,0,0,0,0,0,0,0,0,0,0,20,1,2,Auburn,College Stats,6.35,http://www.sports-reference.com/cfb/players/marlon-davidson-1.html,,
2020,2,48,SEA,Darrell Taylor,DE,23,2024,0,0,0,10,9,65,0,0,0,0,0,0,0,0,0,0,0,87,,24.5,Tennessee,College Stats,6.3,http://www.sports-reference.com/cfb/players/darrell-taylor-1.html,,
2020,2,49,PIT,Chase Claypool,WR,22,2023,0,0,1,19,17,58,1,1,1,1,0,33,171,2,175,2261,13,7,,,Notre Dame,College Stats,6.32,http://www.sports-reference.com/cfb/players/chase-claypool-1.html,,
2020,2,50,CHI,Jaylon Johnson,CB,21,2024,0,2,5,29,29,70,0,0,0,0,0,0,0,0,0,0,0,172,7,,Utah,College Stats,6.37,http://www.sports-reference.com/cfb/players/jaylon-johnson-1.html,,
2020,2,51,DAL,Trevon Diggs,CB,21,2024,1,2,4,31,31,58,0,0,0,0,0,0,0,0,0,0,0,181,20,1,Alabama,College Stats,6.39,http://www.sports-reference.com/cfb/players/trevon-diggs-1.html,,
2020,2,52,LAR,Cam Akers,RB,21,2024,0,0,1,13,10,53,0,0,0,0,0,502,2025,13,52,388,4,,,,Florida St.,College Stats,6.39,http://www.sports-reference.com/cfb/players/cam-akers-1.html,,
2020,2,53,PHI,Jalen Hurts,QB,22,2024,0,2,4,69,69,77,1248,1939,14667,85,39,674,3133,55,1,3,0,2,,,Oklahoma,College Stats,6.14,http://www.sports-reference.com/cfb/players/jalen-hurts-1.html,,
2020,2,54,BUF,A.J. Epenesa,DE,21,2024,0,0,1,16,16,75,0,0,0,0,0,0,0,0,0,0,0,64,2,21.5,Iowa,College Stats,6.35,http://www.sports-reference.com/cfb/players/aj-epenesa-1.html,,
2020,2,55,BAL,J.K. Dobbins,RB,21,2024,0,0,1,17,11,37,0,0,0,0,0,429,2252,21,59,330,1,,,,Ohio St.,College Stats,6.38,http://www.sports-reference.com/cfb/players/jk-dobbins-1.html,,
2020,2,56,MIA,Raekwon Davis,DT,23,2024,0,0,3,23,22,80,0,0,0,0,0,0,0,0,0,0,0,66,,2,Alabama,College Stats,6.35,http://www.sports-reference.com/cfb/players/raekwon-davis-1.html,,
2020,2,57,LAR,Van Jefferson,WR,24,2024,0,0,3,17,13,78,0,0,0,0,0,4,23,0,137,1876,12,1,,,Florida,College Stats,6.27,http://www.sports-reference.com/cfb/players/van-jefferson-1.html,,
2020,2,58,MIN,Ezra Cleveland,T,22,2024,0,0,4,26,18,77,0,0,0,0,0,0,0,0,0,0,0,3,,,Boise St.,College Stats,6.29,http://www.sports-reference.com/cfb/players/ezra-cleveland-1.html,,
2020,2,59,NYJ,Denzel Mims,WR,22,2022,0,0,1,5,5,30,0,0,0,0,0,0,0,0,42,676,0,,,,Baylor,College Stats,6.33,http://www.sports-reference.com/cfb/players/denzel-mims-1.html,,
2020,2,60,NWE,Josh Uche,LB,21,2024,0,0,0,8,8,64,0,0,0,0,0,0,0,0,0,0,0,65,,20.5,Michigan,College Stats,6.31,http://www.sports-reference.com/cfb/players/josh-uche-1.html,,
2020,2,61,TEN,Kristian Fulton,CB,22,2024,0,0,4,18,13,57,0,0,0,0,0,0,0,0,0,0,0,155,5,1,LSU,College Stats,6.29,http://www.sports-reference.com/cfb/players/kristian-fulton-1.html,,
2020,2,62,GNB,AJ Dillon,RB,22,2023,0,0,0,23,23,60,0,0,0,0,0,597,2428,16,86,763,2,2,,,Boston Col.,College Stats,6.17,http://www.sports-reference.com/cfb/players/aj-dillon-1.html,,
2020,2,63,KAN,Willie Gay Jr.,LB,22,2024,0,0,5,26,21,72,0,0,0,0,0,0,0,0,0,0,0,169,4,7,Mississippi St.,College Stats,6.13,http://www.sports-reference.com/cfb/players/willie-gay-1.html,,
2020,2,64,CAR,Jeremy Chinn,S,22,2024,0,0,4,38,32,71,0,0,0,0,0,2,29,0,0,0,0,285,3,6,Southern Illinois,,6.23,,,
2021,1,1,JAX,Trevor Lawrence,QB,21,2024,0,1,4,39,39,60,1288,2034,13815,69,46,231,1083,14,0,-5,0,4,,,Clemson,College Stats,7.4,http://www.sports-reference.com/cfb/players/trevor-lawrence-1.html,,
2021,1,2,NYJ,Zach Wilson,QB,22,2023,0,0,3,13,13,34,566,993,6293,23,25,93,498,5,1,2,1,1,,,BYU,College Stats,6.5,http://www.sports-reference.com/cfb/players/zach-wilson-3.html,,
2021,1,3,SFO,Trey Lance,QB,21,2024,0,0,0,5,4,12,81,143,1063,5,4,65,276,1,0,0,0,1,,,North Dakota St.,College Stats,6.47,http://www.sports-reference.com/cfb/players/trey-lance-1.html,,
2021,1,4,ATL,Kyle Pitts,TE,20,2024,0,1,4,21,21,61,0,0,0,0,0,1,-4,0,196,2651,10,3,,,Florida,College Stats,7.19,http://www.sports-reference.com/cfb/players/kyle-pitts-1.html,,
2021,1,5,CIN,Ja'Marr Chase,WR,21,2024,1,4,4,48,48,62,1,1,-7,0,0,18,55,0,395,5425,46,6,,,LSU,College Stats,7.12,http://www.sports-reference.com/cfb/players/jamarr-chase-1.html,,
2021,1,6,MIA,Jaylen Waddle,WR,22,2024,0,0,4,34,34,62,0,0,0,0,0,12,53,1,309,4129,20,4,,,Alabama,College Stats,6.86,http://www.sports-reference.com/cfb/players/jaylen-waddle-1.html,,
2021,1,7,DET,Penei Sewell,OL,20,2024,2,3,4,52,52,67,0,0,0,0,0,0,0,0,1,9,0,,,,Oregon,College Stats,6.73,http://www.sports-reference.com/cfb/players/penei-sewell-1.html,,
2021,1,8,CAR,Jaycee Horn,DB,21,2024,0,1,2,13,13,37,0,0,0,0,0,0,0,0,0,0,0,109,5,2,South Carolina,College Stats,6.46,http://www.sports-reference.com/cfb/players/jaycee-horn-1.html,,
2021,1,9,DEN,Patrick Surtain II,DB,21,2024,2,3,4,41,41,66,0,0,0,0,0,0,0,0,0,0,0,184,11,,Alabama,College Stats,7.02,http://www.sports-reference.com/cfb/players/patrick-surtain-ii-1.html,,
2021,1,10,PHI,DeVonta Smith,WR,22,2024,0,0,4,40,40,63,0,0,0,0,0,1,1,0,308,4011,27,1,,,Alabama,College Stats,7.13,http://www.sports-reference.com/cfb/players/devonta-smith-1.html,,
2021,1,11,CHI,Justin Fields,QB,22,2024,0,0,3,39,34,50,684,1119,7780,45,31,418,2509,19,0,0,0,,,,Ohio St.,College Stats,6.45,http://www.sports-reference.com/cfb/players/justin-fields-2.html,,
2021,1,12,DAL,Micah Parsons,LB,22,2024,2,4,3,56,56,63,0,0,0,0,0,0,0,0,0,0,0,172,,52.5,Penn St.,College Stats,6.89,http://www.sports-reference.com/cfb/players/micah-parsons-1.html,,
2021,1,13,LAC,Rashawn Slater,OL,22,2024,0,2,3,32,32,51,0,0,0,0,0,0,0,0,0,0,0,,,,Northwestern,College Stats,6.7,http://www.sports-reference.com/cfb/players/rashawn-slater-1.html,,
2021,1,14,NYJ,Alijah Vera-Tucker,OL,22,2024,0,0,2,14,14,43,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats,6.43,http://www.sports-reference.com/cfb/players/alijah-vera-tucker-1.html,,
2021,1,15,NWE,Mac Jones,QB,23,2024,0,1,3,27,24,52,1035,1570,10590,54,44,145,419,2,0,0,0,1,,,Alabama,College Stats,6.33,http://www.sports-reference.com/cfb/players/mac-jones-1.html,,
2021,1,16,ARI,Zaven Collins,LB,22,2024,0,0,3,21,21,67,0,0,0,0,0,0,0,0,0,0,0,136,2,10.5,Tulsa,College Stats,6.39,http://www.sports-reference.com/cfb/players/zaven-collins-1.html,,
2021,1,17,LVR,Alex Leatherwood,OL,22,2022,0,0,1,8,8,21,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,6.28,http://www.sports-reference.com/cfb/players/alex-leatherwood-1.html,,
2021,1,18,MIA,Jaelan Phillips,DL,22,2024,0,0,1,16,16,46,0,0,0,0,0,0,0,0,0,0,0,90,1,23,Miami (FL),College Stats,6.39,http://www.sports-reference.com/cfb/players/jaelan-phillips-1.html,,
2021,1,19,WAS,Jamin Davis,LB,22,2024,0,0,2,16,16,54,0,0,0,0,0,0,0,0,0,0,0,178,1,8,Kentucky,College Stats,6.35,http://www.sports-reference.com/cfb/players/jamin-davis-1.html,,
2021,1,20,NYG,Kadarius Toney,WR,22,2024,0,0,0,7,3,35,1,4,19,0,0,23,115,1,82,760,3,1,,,Florida,College Stats,6.36,http://www.sports-reference.com/cfb/players/kadarius-toney-1.html,,
2021,1,21,IND,Kwity Paye,DL,22,2024,0,0,4,26,26,58,0,0,0,0,0,0,0,0,0,0,0,108,,26.5,Michigan,College Stats,6.44,http://www.sports-reference.com/cfb/players/kwity-paye-1.html,,
2021,1,22,TEN,Caleb Farley,DB,22,2024,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,24,,,Virginia Tech,College Stats,6.38,http://www.sports-reference.com/cfb/players/caleb-farley-1.html,,
2021,1,23,MIN,Christian Darrisaw,OL,22,2024,0,0,3,22,22,48,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia Tech,College Stats,6.45,http://www.sports-reference.com/cfb/players/christian-darrisaw-1.html,,
2021,1,24,PIT,Najee Harris,RB,23,2024,0,1,4,29,29,68,1,1,4,0,0,1097,4312,28,180,1149,6,4,,,Alabama,College Stats,6.46,http://www.sports-reference.com/cfb/players/najee-harris-1.html,,
2021,1,25,JAX,Travis Etienne,RB,22,2024,0,0,3,24,24,49,0,0,0,0,0,637,2691,18,132,1046,1,,,,Clemson,College Stats,6.71,http://www.sports-reference.com/cfb/players/travis-etienne-1.html,,
2021,1,26,CLE,Greg Newsome II,DB,21,2024,0,0,3,14,14,54,0,0,0,0,0,0,0,0,0,0,0,122,3,1,Northwestern,College Stats,6.4,http://www.sports-reference.com/cfb/players/greg-newsome-ii-1.html,,
2021,1,27,BAL,Rashod Bateman,WR,21,2024,0,0,2,18,18,51,0,0,0,0,0,1,18,0,138,1923,13,,,,Minnesota,College Stats,6.27,http://www.sports-reference.com/cfb/players/rashod-bateman-1.html,,
2021,1,28,NOR,Payton Turner,DE,22,2024,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,30,,5,Houston,College Stats,6.31,http://www.sports-reference.com/cfb/players/payton-turner-1.html,,
2021,1,29,GNB,Eric Stokes,DB,22,2024,0,0,3,10,10,45,0,0,0,0,0,0,0,0,0,0,0,98,1,,Georgia,College Stats,6.31,http://www.sports-reference.com/cfb/players/eric-stokes-2.html,,
2021,1,30,BUF,Gregory Rousseau,DL,21,2024,0,0,4,32,32,62,0,0,0,0,0,0,0,0,0,0,0,135,1,25,Miami (FL),College Stats,6.3,http://www.sports-reference.com/cfb/players/gregory-rousseau-1.html,,
2021,1,31,BAL,Odafe Oweh,DE,22,2024,0,0,1,14,14,62,0,0,0,0,0,0,0,0,0,0,0,98,,23,Penn St.,College Stats,6.44,http://www.sports-reference.com/cfb/players/jayson-oweh-1.html,,
2021,1,32,TAM,Joe Tryon-Shoyinka,OLB,22,2024,0,0,3,22,22,66,0,0,0,0,0,0,0,0,0,0,0,87,,15,Washington,College Stats,6.31,http://www.sports-reference.com/cfb/players/joe-tryon-1.html,,
2021,2,33,JAX,Tyson Campbell,DB,21,2024,0,0,4,19,19,55,0,0,0,0,0,0,0,0,0,0,0,187,6,,Georgia,College Stats,6.33,http://www.sports-reference.com/cfb/players/tyson-campbell-1.html,,
2021,2,34,NYJ,Elijah Moore,WR,21,2024,0,0,3,14,7,61,0,0,0,0,0,20,71,1,200,2162,9,4,,,Mississippi,College Stats,6.43,http://www.sports-reference.com/cfb/players/elijah-moore-1.html,,
2021,2,35,DEN,Javonte Williams,RB,21,2024,0,0,2,20,20,54,0,0,0,0,0,606,2394,11,158,966,5,1,,,North Carolina,College Stats,6.4,http://www.sports-reference.com/cfb/players/javonte-williams-1.html,,
2021,2,36,MIA,Jevon Holland,S,21,2024,0,0,4,21,21,60,0,0,0,0,0,0,0,0,0,0,0,219,5,5,Oregon,College Stats,6.25,http://www.sports-reference.com/cfb/players/jevon-holland-1.html,,
2021,2,37,PHI,Landon Dickerson,OL,22,2024,0,3,4,31,31,63,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama,College Stats,6.42,http://www.sports-reference.com/cfb/players/landon-dickerson-1.html,,
2021,2,38,NWE,Christian Barmore,DL,22,2024,0,0,0,10,10,48,0,0,0,0,0,0,0,0,0,0,0,80,,13.5,Alabama,College Stats,6.5,http://www.sports-reference.com/cfb/players/christian-barmore-1.html,,
